County,Type,Facility Name,Street Address,City,State,ZIP,Location
Queens,Grocery,Key Food,Hillside Ave,Queens Village,NY,11427,"Hillside Ave
Queens Village, NY 11427
(40.727006489, -73.749622415)"
Kings,Grocery,C-Town Supermarkets,Graham Ave,Brooklyn,NY,11211,"Graham Ave
Brooklyn, NY 11211
(40.715190052, -73.944494836)"
New York,Grocery,Wai Wah Market Inc.,Catherine Street,New York,NY,10038,"Catherine Street
New York, NY 10038
(40.711995451, -73.996940001)"
Richmond,Grocery,Brighton Express Mart Corp,Westervelt Ave,Staten Island,NY,10301,"Westervelt Ave
Staten Island, NY 10301
(40.642354126, -74.083337079)"
Richmond,Grocery,ShopRite Of Hylan Blvd,Hylan Blvd,Staten Island,NY,10306,"Hylan Blvd
Staten Island, NY 10306
(40.562493009, -74.117891604)"
Queens,Grocery,Key Food #4,Cross Island Pkwy,Whitestone,NY,11357,"Cross Island Pkwy
Whitestone, NY 11357
(40.785557405, -73.799029662)"
Bronx,Grocery,Met Fresh,Morris Park Avenue,Bronx,NY,10462,"Morris Park Avenue
Bronx, NY 10462
(40.846183265, -73.861500931)"
New York,Grocery,Xcellente Supermarket,St. Nicholas Av,New York,NY,10040,"St. Nicholas Av
New York, NY 10040
(40.855092118, -73.929508329)"
Kings,Grocery,Ocean Mini Mart,18th Av,Brooklyn,NY,11218,"18th Av
Brooklyn, NY 11218
(40.633000466, -73.972396437)"
Bronx,Grocery,Westchester Deli Grocery Inc,Westchester Avenue,Bronx,NY,10461,"Westchester Avenue
Bronx, NY 10461
(40.84667827, -73.832720631)"
Bronx,Grocery,Agramonte Grocery Store Corp,Stratford Avenue,Bronx,NY,10472,"Stratford Avenue
Bronx, NY 10472
(40.829100992, -73.875467652)"
Bronx,Grocery,Key Food,White Plains Road,Bronx,NY,10467,"White Plains Road
Bronx, NY 10467
(40.857975225, -73.867579994)"
Queens,Grocery,Woodside Mini Market Corp.,47th St,Woodside,NY,11377,"47th St
Woodside, NY 11377
(40.737592364, -73.918864243)"
Bronx,Grocery,Keyfood Fresh,Castle Hill Avenue,Bronx,NY,10473,"Castle Hill Avenue
Bronx, NY 10473
(40.81923468, -73.848082644)"
Queens,Grocery,Ideal Food Basket,Hillside Ave,Jamaica,NY,11432,"Hillside Ave
Jamaica, NY 11432
(40.711010006, -73.792219979)"
Bronx,Grocery,Banesa Deli Grocery#2,Anthony Avenue,Bronx,NY,10457,"Anthony Avenue
Bronx, NY 10457
(40.843425596, -73.90456119)"
Bronx,Grocery,Watson Market,Watson Avenue,Bronx,NY,10472,"Watson Avenue
Bronx, NY 10472
(40.827662314, -73.866468109)"
Bronx,Grocery,La Gran Famosa Food Market Corp.,Grand Avenue,Bronx,NY,10453,"Grand Avenue
Bronx, NY 10453
(40.855393941, -73.908128878)"
Bronx,Grocery,20/20 Deli,Southern Boulevard,Bronx,NY,10459,"Southern Boulevard
Bronx, NY 10459
(40.82386322, -73.891859421)"
Kings,Grocery,Key Food Fresh,Saint Marks Avenue,Brooklyn,NY,11238,"Saint Marks Avenue
Brooklyn, NY 11238
(40.677573653, -73.963884399)"
New York,Grocery,Western Beef Retail Inc. #016,West 16th Street,New York,NY,10011,"West 16th Street
New York, NY 10011
(40.740680399, -74.000612585)"
Kings,Grocery,Key Food,18th Avenue,Brooklyn,NY,11214,"18th Avenue
Brooklyn, NY 11214
(40.607133296, -74.002764234)"
Kings,Grocery,Hadera Inc.,Kings Highway,Brooklyn,NY,11223,"Kings Highway
Brooklyn, NY 11223
(40.60513316, -73.979811784)"
Kings,Grocery,New Punjab Grocery Corp.,Coney Island Ave,Brooklyn,NY,11230,"Coney Island Ave
Brooklyn, NY 11230
(40.625636612, -73.965312159)"
New York,Grocery,Washington Height Grocery Inc,Amsterdam Ave,New York,NY,10032,"Amsterdam Ave
New York, NY 10032
(40.83660589, -73.939302751)"
Richmond,Grocery,Key Food,Bay St,Staten Island,NY,10301,"Bay St
Staten Island, NY 10301
(40.638908452, -74.075705355)"
Queens,Grocery,Target Store T-1344,Queens Blvd,Elmhurst,NY,11373,"Queens Blvd
Elmhurst, NY 11373
(40.737049444, -73.878460326)"
Bronx,Grocery,Fine Fare Supermarket,White Plains Road,Bronx,NY,10467,"White Plains Road
Bronx, NY 10467
(40.857975225, -73.867579994)"
Kings,Grocery,Lucky Sunshine Grocery Inc,14th Ave,Brooklyn,NY,11219,"14th Ave
Brooklyn, NY 11219
(40.630274514, -73.993475503)"
Queens,Grocery,Golden Farms,77th St,Ozone Park,NY,11416,"77th St
Ozone Park, NY 11416
(40.682158811, -73.861536384)"
Bronx,Grocery,S & W Supermarket Inc,East Tremont Avenue,Bronx,NY,10465,"East Tremont Avenue
Bronx, NY 10465
(40.824453, -73.820251387)"
Bronx,Grocery,Foodtown,White Plains Road,Bronx,NY,10466,"White Plains Road
Bronx, NY 10466
(40.892130306, -73.858120818)"
Kings,Grocery,Super Fresh,Bay Ridge Ave,Brooklyn,NY,11220,"Bay Ridge Ave
Brooklyn, NY 11220
(40.630025309, -74.014379686)"
Bronx,Grocery,"J & W Food Center,corp",Leggett Avenue,Bronx,NY,10455,"Leggett Avenue
Bronx, NY 10455
(40.814740128, -73.89994788)"
Bronx,Grocery,Los Hijos De Chorro Deli Grocery Ii,Grand Concourse,Bronx,NY,10456,"Grand Concourse
Bronx, NY 10456
(40.835330509, -73.916674182)"
Bronx,Grocery,"Fruit Market Of Kings, Llc",Perry Avenue,Bronx,NY,10467,"Perry Avenue
Bronx, NY 10467
(40.875637156, -73.876396537)"
Bronx,Grocery,Tony Fruits & Grocery Corp,East 174th Street,Bronx,NY,10460,"East 174th Street
Bronx, NY 10460
(40.836372162, -73.884819878)"
Kings,Grocery,Fine Fare Supermarket,Saratoga Ave,Brooklyn,NY,11212,"Saratoga Ave
Brooklyn, NY 11212
(40.663429178, -73.915960868)"
Queens,Grocery,Friendly 88 Grocery Inc,92nd Street,Jackson Heights,NY,11372,"92nd Street
Jackson Heights, NY 11372
(40.752568416, -73.87535508)"
Queens,Grocery,Happy Bebe Corp.,103rd Street,Corona,NY,11368,"103rd Street
Corona, NY 11368
(40.753665691, -73.86463592)"
Kings,Grocery,Adam's Deli On Kings Highway Corp,Kings Highway,Brooklyn,NY,11223,"Kings Highway
Brooklyn, NY 11223
(40.60513316, -73.979811784)"
Queens,Grocery,C Town Fresh,24th Avenue,Astoria,NY,11102,"24th Avenue
Astoria, NY 11102
(40.774472502, -73.918482377)"
Queens,Grocery,Bravo Mini Market Inc,Woodside Ave,Woodside,NY,11377,"Woodside Ave
Woodside, NY 11377
(40.745062465, -73.904276369)"
Kings,Grocery,The Food Emporium,Lafayette Ave,Brooklyn,NY,11238,"Lafayette Ave
Brooklyn, NY 11238
(40.688293674, -73.964985513)"
Kings,Grocery,Sam's Grocery,Rockaway Pkwy,Brooklyn,NY,11236,"Rockaway Pkwy
Brooklyn, NY 11236
(40.64051526, -73.897153295)"
Bronx,Grocery,Faso African Market,Westchester Avenue,Bronx,NY,10459,"Westchester Avenue
Bronx, NY 10459
(40.825623809, -73.890052467)"
New York,Grocery,Liberty Bagel Deli & Grocery,Ninth Ave,New York,NY,10019,"Ninth Ave
New York, NY 10019
(40.765727994, -73.987315104)"
Kings,Grocery,18th Avenue Smoke Shop Discount Ltd,18th Av,Brooklyn,NY,11214,"18th Av
Brooklyn, NY 11214
(40.607133296, -74.002764234)"
Queens,Grocery,C-Town Supermarkets,Jamaica Avenue,Jamaica,NY,11423,"Jamaica Avenue
Jamaica, NY 11423
(40.70940933, -73.775043208)"
Queens,Grocery,Billy's Marketplace,Cypress Ave,Ridgewood,NY,11385,"Cypress Ave
Ridgewood, NY 11385
(40.702572816, -73.910351227)"
Kings,Grocery,Ozzie's Freshmarket,Grand St,Brooklyn,NY,11211,"Grand St
Brooklyn, NY 11211
(40.711790838, -73.942107374)"
Bronx,Grocery,El Corral Meat Market Corp,Morrison Avenue,Bronx,NY,10472,"Morrison Avenue
Bronx, NY 10472
(40.829198493, -73.874491711)"
Queens,Grocery,Maliki Grocery Inc,Liberty Avenue,South Richmond Hil,NY,11419,"Liberty Avenue
South Richmond Hil, NY 11419
(40.685869996, -73.825910033)"
Queens,Grocery,Shop Fair Supermarket,89th Ave,Jamaica,NY,11432,"89th Ave
Jamaica, NY 11432
(40.707177087, -73.797818183)"
Bronx,Grocery,Food Dynasty,W Burnside Avenue,Bronx,NY,10453,"W Burnside Avenue
Bronx, NY 10453
(40.853962219, -73.914709793)"
Kings,Grocery,Almadinah Halal Market Corp,Avenue Z,Brooklyn,NY,11235,"Avenue Z
Brooklyn, NY 11235
(40.588359807, -73.950761974)"
Bronx,Grocery,Food Choice Market,White Plains Road,Bronx,NY,10467,"White Plains Road
Bronx, NY 10467
(40.857975225, -73.867579994)"
Kings,Grocery,"Ms. Convenience, Inc.",4th Ave,Brooklyn,NY,11209,"4th Ave
Brooklyn, NY 11209
(40.622721585, -74.02838521)"
Kings,Grocery,Associated Supermarket,Pitkin Av,Brooklyn,NY,11208,"Pitkin Av
Brooklyn, NY 11208
(40.675242314, -73.872989428)"
Bronx,Grocery,Fine Fare,Webster Avenue,Bronx,NY,10458,"Webster Avenue
Bronx, NY 10458
(40.861257292, -73.8918215)"
Kings,Grocery,Super Fresh,13th Ave,Brooklyn,NY,11228,"13th Ave
Brooklyn, NY 11228
(40.618881412, -74.00889746)"
Queens,Grocery,Fresh N Save,Myrtle Ave,Ridgewood,NY,11385,"Myrtle Ave
Ridgewood, NY 11385
(40.702500624, -73.873977684)"
Queens,Grocery,Mp Mini Market Corp.,90th Ave,Jamaica,NY,11435,"90th Ave
Jamaica, NY 11435
(40.703330784, -73.80679717)"
Queens,Grocery,Shop Fair Supermarket Supermarket,Beach Channel Drive,Far Rockaway,NY,11691,"Beach Channel Drive
Far Rockaway, NY 11691
(40.602069524, -73.759445958)"
Richmond,Grocery,Don Panchito Meat Market Inc.,Victory Blvd,Staten Island,NY,10301,"Victory Blvd
Staten Island, NY 10301
(40.625627129, -74.092403522)"
Kings,Grocery,Associated Supermarket,Lorraine Street,Brooklyn,NY,11231,"Lorraine Street
Brooklyn, NY 11231
(40.673695636, -74.004461023)"
Bronx,Grocery,Cofaci Foods Inc,Brook Ave,Bronx,NY,10454,"Brook Ave
Bronx, NY 10454
(40.807899745, -73.9190213)"
Richmond,Grocery,Top Tomato,Bay Street,Staten Island,NY,10305,"Bay Street
Staten Island, NY 10305
(40.61342864, -74.06564596)"
New York,Grocery,C-Town Supermarkets,Frederick Douglass Blvd,New York,NY,10027,"Frederick Douglass Blvd
New York, NY 10027
(40.809498493, -73.95166115)"
Queens,Grocery,Hillside Halal Meat & Grocery Inc,Hillside Ave,Jamaica,NY,11435,"Hillside Ave
Jamaica, NY 11435
(40.706557435, -73.806823967)"
Kings,Grocery,Key Food,Wyckoff Ave,Brooklyn,NY,11237,"Wyckoff Ave
Brooklyn, NY 11237
(40.703431233, -73.917829949)"
Queens,Grocery,Associated,Seneca Av,Ridgewood,NY,11385,"Seneca Av
Ridgewood, NY 11385
(40.710655011, -73.920980009)"
Richmond,Grocery,New King Food,Broadway,Staten Island,NY,10310,"Broadway
Staten Island, NY 10310
(40.630610962, -74.116485844)"
Kings,Grocery,Key Food,Neptune Ave,Brooklyn,NY,11224,"Neptune Ave
Brooklyn, NY 11224
(40.578996142, -73.984752702)"
Kings,Grocery,Adam's Deli On The Corner Corp,Kings Highway,Brooklyn,NY,11223,"Kings Highway
Brooklyn, NY 11223
(40.60513316, -73.979811784)"
Bronx,Grocery,Angelos Deli-Grocery No. 2 Corp.,East Mount Eden Avenue,Bronx,NY,10452,"East Mount Eden Avenue
Bronx, NY 10452
(40.84338868, -73.912623983)"
Kings,Grocery,"The Kosher Food Depot, Inc.",42nd St,Brooklyn,NY,11219,"42nd St
Brooklyn, NY 11219
(40.639603763, -73.989121127)"
Bronx,Grocery,Food Bazaar,East 163rd Street,Bronx,NY,10451,"East 163rd Street
Bronx, NY 10451
(40.827426721, -73.918076241)"
Bronx,Grocery,Deli Mini Market Corp.,Inwood Ave,Bronx,NY,10452,"Inwood Ave
Bronx, NY 10452
(40.845675003, -73.915224994)"
New York,Grocery,Shop Fair Supermarket,Broadway,New York,NY,10032,"Broadway
New York, NY 10032
(40.837924012, -73.942152848)"
Bronx,Grocery,Morton Williams Supermarket,E Kingsbridge Road,Bronx,NY,10468,"E Kingsbridge Road
Bronx, NY 10468
(40.866779937, -73.895772201)"
Kings,Grocery,Key Food,Broadway,Brooklyn,NY,11221,"Broadway
Brooklyn, NY 11221
(40.69447544, -73.93078414)"
Queens,Grocery,Fresh N Save,Skillman Ave,Woodside,NY,11377,"Skillman Ave
Woodside, NY 11377
(40.745747437, -73.91092113)"
Bronx,Grocery,Food Dynasty,Westchester Avenue,Bronx,NY,10472,"Westchester Avenue
Bronx, NY 10472
(40.829950172, -73.873054095)"
Queens,Grocery,Target Store T-1150,20th Ave,College Point,NY,11356,"20th Ave
College Point, NY 11356
(40.781705098, -73.843860479)"
Queens,Grocery,Ideal Food Basket,Foch Blvd,Jamaica,NY,11436,"Foch Blvd
Jamaica, NY 11436
(40.679178189, -73.797919481)"
New York,Grocery,Key Food,Lenox Ave,New York,NY,10037,"Lenox Ave
New York, NY 10037
(40.815716285, -73.939766325)"
Bronx,Grocery,Foodtown #582,East 204th Street,Bronx,NY,10467,"East 204th Street
Bronx, NY 10467
(40.872131927, -73.877772155)"
Kings,Grocery,Dumbo Market,Front Street,Brooklyn,NY,11201,"Front Street
Brooklyn, NY 11201
(40.702433512, -73.987246761)"
Queens,Grocery,Los Latinos Mini Market Corp,Redfern Ave,Far Rockaway,NY,11691,"Redfern Ave
Far Rockaway, NY 11691
(40.608924912, -73.75151423)"
Bronx,Grocery,D & A Deli Grocery Corp.,Valentine Avenue,Bronx,NY,10458,"Valentine Avenue
Bronx, NY 10458
(40.860727921, -73.896534283)"
Kings,Grocery,Bravo Supermarket,Bedford Ave,Brooklyn,NY,11205,"Bedford Ave
Brooklyn, NY 11205
(40.693843002, -73.955978848)"
Bronx,Grocery,Molina Mini Market Corp,Grand Concourse,Bronx,NY,10456,"Grand Concourse
Bronx, NY 10456
(40.835330509, -73.916674182)"
Kings,Grocery,Foodtown #587,3rd Ave,Brooklyn,NY,11209,"3rd Ave
Brooklyn, NY 11209
(40.624059334, -74.030818893)"
Bronx,Grocery,Food Universe Marketplace,White Plains Road,Bronx,NY,10466,"White Plains Road
Bronx, NY 10466
(40.892130306, -73.858120818)"
Bronx,Grocery,Western Beef #65,White Plains Road,Bronx,NY,10467,"White Plains Road
Bronx, NY 10467
(40.857975225, -73.867579994)"
Bronx,Grocery,Stop & Shop #2594,Eastchester Road,Bronx,NY,10461,"Eastchester Road
Bronx, NY 10461
(40.852030159, -73.843790557)"
Bronx,Grocery,Target Store T-2811,East Hutchinson River Pkwy,Bronx,NY,10465,"East Hutchinson River Pkwy
Bronx, NY 10465
(40.842881867, -73.836907382)"
Bronx,Grocery,Pioneer Supermarket,Willis Avenue,Bronx,NY,10454,"Willis Avenue
Bronx, NY 10454
(40.809464021, -73.922627212)"
Queens,Grocery,Super Fresh,Greenpoint Avenue,Sunnyside,NY,11104,"Greenpoint Avenue
Sunnyside, NY 11104
(40.740832735, -73.922163948)"
Kings,Grocery,Food Universe,Rutland Road,Brooklyn,NY,11212,"Rutland Road
Brooklyn, NY 11212
(40.662947959, -73.925956907)"
Kings,Grocery,"Weber's Fruit Store, Inc.",13th Avenue,Brooklyn,NY,11219,"13th Avenue
Brooklyn, NY 11219
(40.631580168, -73.995655412)"
Queens,Grocery,City Fresh Market,Junction Blvd,Corona,NY,11368,"Junction Blvd
Corona, NY 11368
(40.744939992, -73.86789004)"
Bronx,Grocery,1029 Food Plaza Inc,East 181st Street,Bronx,NY,10453,"East 181st Street
Bronx, NY 10453
(40.854602357, -73.901977643)"
Bronx,Grocery,Emerald Food Store,Briggs Ave,Bronx,NY,10458,"Briggs Ave
Bronx, NY 10458
(40.868642982, -73.889531051)"
New York,Grocery,C-Town Supermarkets,W 125th St,New York,NY,10027,"W 125th St
New York, NY 10027
(40.81695014, -73.959426152)"
Queens,Grocery,C-Town Supermarkets,Sutphin Blvd,Jamaica,NY,11434,"Sutphin Blvd
Jamaica, NY 11434
(40.679467118, -73.791729837)"
Bronx,Grocery,International Food Market,Watson Avenue,Bronx,NY,10472,"Watson Avenue
Bronx, NY 10472
(40.827662314, -73.866468109)"
Bronx,Grocery,El Rancho Market Corp,East Kingsbridge Road,Bronx,NY,10468,"East Kingsbridge Road
Bronx, NY 10468
(40.866779937, -73.895772201)"
Kings,Grocery,Food Bazaar,Manhattan Ave,Brooklyn,NY,11206,"Manhattan Ave
Brooklyn, NY 11206
(40.706829253, -73.944844196)"
Bronx,Grocery,Josmar Mini Market Corp,East 149th Street,Bronx,NY,10455,"East 149th Street
Bronx, NY 10455
(40.812472163, -73.905399848)"
Queens,Grocery,Lantigua Deli Corp.,14th St,Astoria,NY,11102,"14th St
Astoria, NY 11102
(40.77218045, -73.928925003)"
Kings,Grocery,Pangpang Grocery Inc.,7th Avenue,Brooklyn,NY,11220,"7th Avenue
Brooklyn, NY 11220
(40.639888085, -74.00857688)"
Kings,Grocery,Key Food,Sutter Avenue,Brooklyn,NY,11208,"Sutter Avenue
Brooklyn, NY 11208
(40.672700177, -73.872384276)"
Kings,Grocery,"Lee Ave. Supermarket, Inc.",Lee Ave,Brooklyn,NY,11211,"Lee Ave
Brooklyn, NY 11211
(40.704744686, -73.958840853)"
Kings,Grocery,Food Universe Marketplace,3rd Av,Brooklyn,NY,11232,"3rd Av
Brooklyn, NY 11232
(40.65852035, -74.003079823)"
Kings,Grocery,Silver Star Farms,Nostrand Ave,Brooklyn,NY,11235,"Nostrand Ave
Brooklyn, NY 11235
(40.588820883, -73.939646793)"
Bronx,Grocery,Compare Fresh,W Kingsbridge Road,Bronx,NY,10468,"W Kingsbridge Road
Bronx, NY 10468
(40.867635632, -73.898261977)"
Kings,Grocery,Xin Rong Grocery Inc,18th Avenue,Brooklyn,NY,11204,"18th Avenue
Brooklyn, NY 11204
(40.628494225, -73.980802461)"
Queens,Grocery,Bravo Supermarket,34th Avenue,Long Island City,NY,11106,"34th Avenue
Long Island City, NY 11106
(40.76158882, -73.931292248)"
Queens,Grocery,Food Universe Marketplace,Beach Channel Drive,Far Rockaway,NY,11691,"Beach Channel Drive
Far Rockaway, NY 11691
(40.602069524, -73.759445958)"
Kings,Grocery,Food Expo,Heyward St,Brooklyn,NY,11206,"Heyward St
Brooklyn, NY 11206
(40.703151334, -73.953839411)"
Kings,Grocery,Shop Fair Supermarket,Fulton Street,Brooklyn,NY,11238,"Fulton Street
Brooklyn, NY 11238
(40.682997879, -73.964629285)"
Queens,Grocery,Bangla Bazar Grocery And Halal Meat,35th Avenue,Jackson Heights,NY,11372,"35th Avenue
Jackson Heights, NY 11372
(40.751886822, -73.883778751)"
Kings,Grocery,Kahans Superette Inc.,Kingston Avenue,Brooklyn,NY,11213,"Kingston Avenue
Brooklyn, NY 11213
(40.672885122, -73.941867251)"
Kings,Grocery,"Colonial Deli, Inc.",Bay Ridge Ave,Brooklyn,NY,11220,"Bay Ridge Ave
Brooklyn, NY 11220
(40.630025309, -74.014379686)"
Kings,Grocery,C-Town Supermarkets,Mill St,Brooklyn,NY,11231,"Mill St
Brooklyn, NY 11231
(40.675672164, -74.003702393)"
Queens,Grocery,Mi Tierra Supermarket,37th Av,Corona,NY,11368,"37th Av
Corona, NY 11368
(40.758084995, -73.843264973)"
Queens,Grocery,Stop & Shop #2580,26th Avenue,Bayside,NY,11360,"26th Avenue
Bayside, NY 11360
(40.77712619, -73.781291562)"
Bronx,Grocery,Food Bazaar,East 161 Street,Bronx,NY,10451,"East 161 Street
Bronx, NY 10451
(40.826442846, -73.921289644)"
Kings,Grocery,Key Food,Nostrand Av,Brooklyn,NY,11216,"Nostrand Av
Brooklyn, NY 11216
(40.679793269, -73.949569789)"
Bronx,Grocery,ShopRite Of Bruckner Blvd,Bruckner Blvd,Bronx,NY,10473,"Bruckner Blvd
Bronx, NY 10473
(40.825271368, -73.862872932)"
Kings,Grocery,A & M Grocery Store,Avenue D,Brooklyn,NY,11203,"Avenue D
Brooklyn, NY 11203
(40.641962238, -73.932229976)"
Kings,Grocery,Kang Yi Inc.,5th Avenue,Brooklyn,NY,11232,"5th Avenue
Brooklyn, NY 11232
(40.654342786, -74.000687237)"
Queens,Grocery,Stop & Shop #508,Myrtle Ave,Glendale,NY,11385,"Myrtle Ave
Glendale, NY 11385
(40.702565345, -73.873209171)"
Bronx,Grocery,Gitto Farmer's Market,Laconia Avenue,Bronx,NY,10466,"Laconia Avenue
Bronx, NY 10466
(40.884053328, -73.849406663)"
Kings,Grocery,Key Food,Nostrand Av,Brooklyn,NY,11225,"Nostrand Av
Brooklyn, NY 11225
(40.662950332, -73.950858267)"
Kings,Grocery,C-Town Supermarkets,Liberty Avenue,Brooklyn,NY,11208,"Liberty Avenue
Brooklyn, NY 11208
(40.677596884, -73.874627323)"
Kings,Grocery,C-Town Supermarkets,Manhattan Ave,Brooklyn,NY,11222,"Manhattan Ave
Brooklyn, NY 11222
(40.728275235, -73.953362197)"
Kings,Grocery,S&z Bay Ridge Farmers Market Inc.,4th Ave,Brooklyn,NY,11209,"4th Ave
Brooklyn, NY 11209
(40.622721585, -74.02838521)"
Richmond,Grocery,Western Beef #012,Forest Ave,Staten Island,NY,10303,"Forest Ave
Staten Island, NY 10303
(40.626920264, -74.163942896)"
Kings,Grocery,ShopRite Of Gateway Center,Gateway Drive,Brooklyn,NY,11239,"Gateway Drive
Brooklyn, NY 11239
(40.651878398, -73.871201067)"
Queens,Grocery,Met Fresh Supermarket,150th Street,Whitestone,NY,11357,"150th Street
Whitestone, NY 11357
(40.78774383, -73.813388888)"
Queens,Grocery,Fine Fare Supermarket,Jamaica Avenue,Woodhaven,NY,11421,"Jamaica Avenue
Woodhaven, NY 11421
(40.692639509, -73.857066388)"
Queens,Grocery,Mannan Supermarkets,Hillside Av,Jamaica,NY,11432,"Hillside Av
Jamaica, NY 11432
(40.711010006, -73.792219979)"
Bronx,Grocery,Jama Deli Grocery Corp,Ogden Avenue,Bronx,NY,10452,"Ogden Avenue
Bronx, NY 10452
(40.837015744, -73.927069735)"
Kings,Grocery,W Fresh Llc,Wallabout Street,Brooklyn,NY,11206,"Wallabout Street
Brooklyn, NY 11206
(40.700373207, -73.95106308)"
Kings,Grocery,Urban Market,Fifth Avenue,Brooklyn,NY,11215,"Fifth Avenue
Brooklyn, NY 11215
(40.668128602, -73.987165162)"
New York,Grocery,Fine Fare,West 135th St,New York,NY,10037,"West 135th St
New York, NY 10037
(40.813454546, -73.93927287)"
Kings,Grocery,Ideal Food Basket,Washington Avenue,Brooklyn,NY,11238,"Washington Avenue
Brooklyn, NY 11238
(40.676308427, -73.963480053)"
New York,Grocery,Target #2380,"E 117th St, Ste 201",New York,NY,10035,"E 117th St, Ste 201
New York, NY 10035
(40.798363893, -73.938892508)"
Richmond,Grocery,Target Store T-2753,Richmond Avenue,Staten Island,NY,10314,"Richmond Avenue
Staten Island, NY 10314
(40.598887445, -74.162748744)"
Kings,Grocery,Uncle & Cousins Deli Grocery Corp,Seaview Av,Brooklyn,NY,11236,"Seaview Av
Brooklyn, NY 11236
(40.629637202, -73.896253106)"
Queens,Grocery,Food Bazaar,Junction Boulevard,Corona,NY,11368,"Junction Boulevard
Corona, NY 11368
(40.744939992, -73.86789004)"
New York,Grocery,Cherry Valley Market Place,Second Ave,New York,NY,10029,"Second Ave
New York, NY 10029
(40.790626109, -73.942432808)"
Kings,Grocery,Mundo Supermarket,Church Avenue,Brooklyn,NY,11226,"Church Avenue
Brooklyn, NY 11226
(40.647725722, -73.967413861)"
Kings,Grocery,Bangla Nagar Supermarket,Church Ave,Brooklyn,NY,11218,"Church Ave
Brooklyn, NY 11218
(40.645041076, -73.974101779)"
New York,Grocery,Henriquez Grocery,W 135th St,New York,NY,10031,"W 135th St
New York, NY 10031
(40.818066008, -73.950095403)"
Queens,Grocery,Food Universe,Liberty Avenue,South Richmond Hil,NY,11419,"Liberty Avenue
South Richmond Hil, NY 11419
(40.685869996, -73.825910033)"
Kings,Grocery,Key Food,Malcolm X Boulevard,Brooklyn,NY,11221,"Malcolm X Boulevard
Brooklyn, NY 11221
(40.689818392, -73.930442756)"
Kings,Grocery,Associated,Church Avenue,Brooklyn,NY,11203,"Church Avenue
Brooklyn, NY 11203
(40.651604081, -73.933218454)"
Bronx,Grocery,Associated Supermarket,East 167th Street,Bronx,NY,10456,"East 167th Street
Bronx, NY 10456
(40.831001581, -73.911466562)"
Bronx,Grocery,Key Food,E. Tremont Avenue,Bronx,NY,10461,"E. Tremont Avenue
Bronx, NY 10461
(40.839669429, -73.836866509)"
Queens,Grocery,Key Food,Lefferts Blvd,South Ozone Park,NY,11420,"Lefferts Blvd
South Ozone Park, NY 11420
(40.673157877, -73.820042478)"
